project_id,verdict,n_delivery_files,n_evaluations,matched_app_file,app_status,terminated,app_fte,app_months,app_pm,n_app_repos,ks_per_pm,scope_flag,repo_url,planned_pm_census,commit_source,equivalent_sloc
Web3Go,DELIVERED,2,2,Web3Go.md,,,2.0,3.0,6.0,5,,,https://github.com/web3go-xyz/web3go-xyz-v2,6.00,cutoff,
xcm-sdk,DELIVERED,2,1,xcm-sdk.md,,,2.0,3.0,6.0,7,,,https://github.com/blockcoders/xcm-sdk,18.00,cutoff,
xcnft,DELIVERED,2,2,xcNFT.md,,,1.0,6.0,6.0,4,,,https://github.com/paraspell-research/xcnft-pallet,6.00,commit,
zeeve_larch,DELIVERED,2,2,,,,,,,,,,https://github.com/Zeeve-App/larch,,commit,
ZK-Snarks_with_Substrate_tutorial,DELIVERED,2,0,,,,,,,,,,https://github.com/bright/zk-snarks-with-substrate,,cutoff,
zkwasm-rollups-transfer,DELIVERED,2,1,zkwasm-rollups-transfer.md,,,2.0,5.0,10.0,5,,,https://github.com/KogarashiNetwork/Kogarashi,10.00,cutoff,
admeta,DELIVERED,1,1,AdMeta.md,,,2.0,1.0,2.0,6,1.2,,https://github.com/AdMetaNetwork/admeta,2.00,commit,2.3988
agridot,DELIVERED,1,1,AgriDot.md,,,1.0,4.0,4.0,3,0.44,,https://github.com/kacena123/AgriDot,4.00,commit,1.7509
anagolay-project-idiyanale-phase,DELIVERED,1,2,anagolay-project-idiyanale-phase-1.md,,,2.0,2.0,4.0,3,,,https://github.com/anagolay/w3f-grant-support-repo,,cutoff,
assemblyscript-scale-codec,DELIVERED,1,1,assemblyscript-scale-codec.md,,,1.5,,,0,,,https://github.com/LimeChain/as-scale-codec,,cutoff,1.3989
canyon_network_phrase,DELIVERED,1,1,canyon_network.md,,,1.0,1.5,1.5,4,3.02,,https://github.com/canyon-network/canyon,1.50,cutoff,4.5296
chainviz,DELIVERED,1,1,chainviz.md,,,0.2,8.0,1.6,7,4.35,,https://github.com/helikon-labs/chainviz,1.60,cutoff,6.963
choko-wallet,DELIVERED,1,1,choko_wallet.md,,,5.0,3.0,15.0,7,0.33,,https://github.com/choko-wallet/wallet-app,15.00,cutoff,4.972
clover_january21,DELIVERED,1,0,,,,,,,,,,https://github.com/clover-network/clover,34.50,cutoff,22.9075
CosmWasmVM_CoreProduct,DELIVERED,1,0,CosmWasmVM-CoreProduct.md,,,1.0,,,1,,,https://github.com/CosmWasm/cosmwasm,,cutoff,46.7153
cryptolab-staking-reward-collector-front-end,DELIVERED,1,1,cryptolab-staking-reward-collector-front-end.md,,,1.0,,,3,,,https://github.com/cryptolab-network/chain-data-collector,,cutoff,1.997
cyborg,DELIVERED,1,1,Cyborg.md,,,2.0,2.0,4.0,3,0.39,,https://github.com/Cyborg-Network/cyborg-parachain,4.00,commit,1.5701
datdot,DELIVERED,1,1,,,,,,,,,,https://github.com/playproject-io/datdot-service,,cutoff,1.335
Decentralised_Security_Marketplace,DELIVERED,1,2,Security_Marketplace.md,,,4.0,,,1,,,https://github.com/ParthChaudhary31/Security_Marketplace_Smartcontract,,cutoff,1.2231
democratic-governance,DELIVERED,1,1,democratic-governance-1.md,,,0.4,1.0,0.4,9,39.69,verify-bloat?,https://github.com/encointer/pallets,,cutoff,15.8779
Diffy_messenger_st1_ms1,DELIVERED,1,0,,,,,,,,,,https://github.com/Belsoft-rs/diffychat-pallet,,cutoff,0.0851
Diffy_messenger_st1_ms2,DELIVERED,1,0,,,,,,,,,,https://github.com/Belsoft-rs/diffychat-pallet,,cutoff,0.3225
DistrubutedKeyManagement,DELIVERED,1,1,,,,,,,,,,https://github.com/KryptikApp/sword,,head,
dot-login,DELIVERED,1,1,dot-login.md,,,3.0,6.0,18.0,5,0.02,verify-frag?,https://github.com/singkeo/dot-login,18.00,cutoff,0.32
dotly,DELIVERED,1,1,dotly.md,,,1.0,2.0,2.0,8,1.77,,https://github.com/justmert/dotly-backend,2.00,cutoff,3.533
eiger-PNS,DELIVERED,1,0,,,,,,,,,,https://github.com/eigerco/polkadot-native-storage,,cutoff,0.3018
eliza-plugin-dot,DELIVERED,1,1,eliza-plugin-dot.md,,,1.5,1.0,1.5,3,0.89,,https://github.com/ChainSupport/eliza-plugin-dot,1.50,cutoff,1.3345
ElizaPolkadotPlugin,DELIVERED,1,2,,,,,,,,,,https://github.com/elizaOS/eliza,1.50,cutoff,
epirus_substrate_explorer,DELIVERED,1,1,epirus_substrate_explorer.md,,,2.0,2.0,4.0,3,2.79,,https://github.com/web3labs/epirus-substrate,6.00,cutoff,11.145
epirus_substrate_explorer-phase2,DELIVERED,1,1,epirus_substrate_explorer.md,,,2.0,2.0,4.0,3,3.46,,https://github.com/web3labs/epirus-substrate,6.00,cutoff,13.85
Faceless,DELIVERED,1,2,faceless.md,,,3.0,2.0,6.0,5,0.14,verify-frag?,https://github.com/HeisenbergLin22/Faceless_milestone2_delivery,6.00,cutoff,0.8686
faceless_delivery,DELIVERED,1,2,faceless.md,,,3.0,2.0,6.0,5,0.33,,https://github.com/HeisenbergLin22/Faceless_milestone1,6.00,cutoff,1.9827
FuturProtocol,DELIVERED,1,1,,,,,,,,,,https://github.com/RELAI-Network/relai-network,,cutoff,1.7154
grant_management_webapp,DELIVERED,1,1,Grant_management_webapp.md,,,3.0,1.84,5.52,4,0.56,,https://github.com/antiers-solutions/gmw-frontend,,cutoff,3.0865
halva_bootstrapping,DELIVERED,1,1,halva_bootstrapping.md,,,1.5,0.46,0.69,3,2.55,,https://github.com/halva-suite/halva,,cutoff,1.7599
hex-space-social-graph,DELIVERED,1,1,,,,,,,,,,https://github.com/rust-0x0/hex-space-protocol-substrate,1.00,cutoff,2.317
identics_identity_indexer,DELIVERED,1,0,,,,,,,,,,https://github.com/vikiival/identics,6.00,cutoff,7.6199
Intersetellar-network-WP2,DELIVERED,1,0,,,,,,,,,,https://github.com/Interstellar-Network/lib_circuits,,cutoff,3.056
iris_milestone-delivery,DELIVERED,1,0,,,,,,,,,,https://github.com/iridium-labs/ui,,cutoff,0.605
ismp-milestone-delivery,DELIVERED,1,0,,,,,,,,,,https://github.com/polytope-labs/ismp,6.00,cutoff,
Iunokit,DELIVERED,1,0,,,,,,,,,,https://github.com/Luno-lab/LunoKit,6.00,cutoff,12.9049
Knowledge-Oriented-Framework,DELIVERED,1,2,Knowledge-Oriented-Framework.md,,,1.0,,,0,,,https://github.com/mobr-ai/POnto,0.85,cutoff,22.126
Kodadot_assethub_nft_indexer,DELIVERED,1,0,kodadot_assethub_nft_indexer_statemine_statemint.md,,,2.0,,,5,,,https://github.com/kodadot/stick,,cutoff,7.8483
kodadot_atomic_swap_indexer,DELIVERED,1,0,,,,,,,,,,https://github.com/kodadot/stick,,cutoff,8.5833
KSM-embeddable-tip-or-donate-button,DELIVERED,1,2,KSM-embeddable-tip-or-donate-button.md,,,4.0,2.0,8.0,3,0.02,verify-frag?,https://github.com/Shard-Labs/kusama-tips-widget,,cutoff,0.1921
LedgerAssetsApp_G6_1,DELIVERED,1,0,,,,,,,,,,https://github.com/Zondax/ledger-statemint,,cutoff,9.4825
ledgerUpgrade,DELIVERED,1,1,ledgerUpgrade.md,,,1.5,,,1,,,https://github.com/Zondax/ledger-polkadot,,cutoff,3.192
LightSpell,DELIVERED,1,1,LightSpell-proposal.md,,,1.0,2.0,2.0,4,,,https://github.com/paraspell/xcm-api,5.00,,
lunokit,DELIVERED,1,1,LunoKit.md,,,2.0,3.0,6.0,4,2.02,,https://github.com/Luno-lab/LunoKit,6.00,cutoff,12.1448
ocelloids_xcm_monitoring_service,DELIVERED,1,1,ocelloids_xcm_monitoring_service.md,,,2.0,2.0,4.0,3,1.49,,https://github.com/sodazone/xcm-monitoring,4.00,cutoff,5.9557
offline_elction_tool,DELIVERED,1,0,,,,,,,,,,https://github.com/antiers-solutions/polkadot-staking-miner,,cutoff,6.0937
openPayroll,DELIVERED,1,1,openPayroll.md,,,2.0,4.0,8.0,7,0.2,,https://github.com/polkadrys/openPayroll,8.00,cutoff,1.607
openrollup-mvp-phase,DELIVERED,1,1,openrollup-mvp-phase-1.md,,,1.5,7.5,11.25,3,0.13,verify-frag?,https://github.com/open-rollup/pallet-open-rollup,11.25,cutoff,1.4524
OpenSquare_offchain_voting,DELIVERED,1,1,OpenSquare-offchain-voting.md,,,3.0,,,1,,,https://github.com/opensquare-network/collaboration,,cutoff,9.28
OpenSquare_paid_qa,DELIVERED,1,1,OpenSquare_paid_qa_protocol.md,,,5.0,1.38,6.9,3,2.82,,https://github.com/opensquare-network/paid-qa,,cutoff,19.4713
orochi-network-orosign-part1,DELIVERED,1,1,orochi-network-orosign-part1.md,,,2.0,,,1,,,https://github.com/orochi-network/orochi-networkhub.io,,,
pallet-verifier,DELIVERED,1,1,pallet-verifier.md,,,1.0,4.0,4.0,12,5.78,,https://github.com/davidsemakula/pallet-verifier,,cutoff,23.129
PANIC,DELIVERED,1,1,panic.md,,,3.0,,,6,,,https://github.com/SimplyVC/panic,3.00,cutoff,157.744
paraport,DELIVERED,1,1,paraport_m1.md,,,2.0,3.0,6.0,4,,,https://github.com/paraportxyz/app,6.00,,
patron,DELIVERED,1,1,patron.md,,,3.0,,,0,,,https://github.com/Brushfam/patron-backend,,cutoff,5.9727
php-substrate-api,DELIVERED,1,4,php-substrate-api.md,,,2.0,,,5,,,https://github.com/neha0921/substrate-interface-package,,cutoff,2.8493
polkadotjs-ecdsa-hardware,DELIVERED,1,2,polkadotjs-ecdsa.md,,,,0.46,,3,,,https://github.com/gluneau/polkadotjs-ecdsa-hardware,,cutoff,
polkadot-js-plus-nomination-pools,DELIVERED,1,1,,,,,,,,,,https://github.com/Nick-1979/polkadot-Js-Plus-extension,9.00,cutoff,34.6191
Polkadot-Protocol-Conformance-Tests,DELIVERED,1,0,Polkadot-Protocol-Conformance-Tests.md,,,2.0,,,6,,,https://github.com/LimeChain/polkadot-conformance,,cutoff,
polkadot-runtime-releaser,DELIVERED,1,1,polkadot-runtime-releaser.md,,,1.0,1.84,1.84,5,0.45,,https://github.com/hack-ink/polkadot-runtime-releaser,,cutoff,0.825
polkadot_tests,DELIVERED,1,0,polkadot_tests.md,,,2.5,,,4,,,https://github.com/Zondax/polkadot-testing,,cutoff,
Polkadot_Web_UI,DELIVERED,1,1,Polkadot_Web_UI.md,,,0.62,1.15,0.71,3,0.62,,https://github.com/RidOne-technologies/polkadot-angular-identicon,,cutoff,0.438
PolkaFlow,DELIVERED,1,1,polkaflow.md,,,1.0,2.0,2.0,7,1.8,,https://github.com/justmert/eco-flow-frontend,2.00,cutoff,3.5943
polkamask,DELIVERED,1,1,polkamask.md,,,2.0,3.0,6.0,5,0.37,,https://github.com/PolkaGate/polkaMask,6.00,cutoff,2.221
polkashots,DELIVERED,1,1,polkashots.md,,,0.5,,,3,,,https://github.com/midl-dev/polkadot-snapshot-generator,,cutoff,0.168
preparing-polkadot-pallet-balances-for-formal-verification,DELIVERED,1,0,Preparing Polkadot pallet_balances for Formal Verification.md,,,1.25,1.0,1.25,4,,,https://github.com/.../preparing-polkadot-pallet-balances-for-formal-verification.md,,,
research-feasibility-go-runtime,DELIVERED,1,1,research-feasibility-go-runtime.md,,,2.0,,,10,,,https://github.com/limechain/gosemble,,cutoff,0.6511
research-feasibiliy-java-host,DELIVERED,1,0,research-feasibiliy-java-host.md,,,2.0,,,13,,,https://github.com/LimeChain/java-host-research,,cutoff,
sarp-basic-functionality,DELIVERED,1,0,sarp-basic-functionality.md,,,0.0,,,5,,,https://github.com/scs/MIRAI,,cutoff,36.733
Security_Marketplace,DELIVERED,1,2,Security_Marketplace.md,,,4.0,,,1,,,https://github.com/ParthChaudhary31/Security_Marketplace_Backend,,cutoff,4.8132
sequester,DELIVERED,1,1,sequester.md,,,,1.15,,2,,,https://github.com/SequesterChain/pallets,,cutoff,0.829
silent_data,DELIVERED,1,1,project_silentdata.md,,,2.5,,,2,,,https://github.com/appliedblockchain/silentdata-node-public,,cutoff,0.1435
sirato-substrate-explorer-phase3,DELIVERED,1,1,,,,,,,,,,https://github.com/web3labs/epirus-substrate,6.00,cutoff,16.386
skynet-substrate-integration,DELIVERED,1,1,skynet-substrate-integration.md,,,0.1875,8.0,1.5,3,0.94,,https://github.com/SkynetLabs/skynet-substrate,1.50,cutoff,1.4149
solidity-trie-verifier,DELIVERED,1,0,solidity-trie-verifier.md,,,2.5,1.38,3.45,6,0.74,,https://github.com/polytope-labs/solidity-merkle-trees,13.50,cutoff,2.546
ssal,DELIVERED,1,1,,,,,,,,,,https://github.com/MatteoPerona/ssal_commods,5.00,cutoff,0.4973
starks_network,DELIVERED,1,1,starks_network.md,,,3.0,1.0,3.0,4,7.22,,https://github.com/gbctech/starks-node,3.00,cutoff,21.664
Stylograph,DELIVERED,1,2,Stylograph.md,,,3.0,,,2,,,https://github.com/deep-ink-ventures/genesis-dao-node,,cutoff,4.9454
subscript_lang,DELIVERED,1,1,subscript_lang.md,,,2.0,2.0,4.0,3,0.18,,https://github.com/ascontract/subscript,4.00,cutoff,0.706
substrate_core_polywrapper,DELIVERED,1,2,substrate_core_polywrapper.md,,,2.0,1.0,2.0,11,17.11,verify-bloat?,https://github.com/polywrap/integrations,2.00,cutoff,34.226
subvt_telegram_bot-milestones-1-and,DELIVERED,1,0,subvt-telegram-bot.md,,,0.33,3.0,0.99,4,,,https://github.com/helikon-labs/subvt,0.99,cutoff,
sunshine-keybase,DELIVERED,1,1,sunshine-keybase.md,,,2.0,,,5,,,https://github.com/sunshine-protocol/sunshine-keybase,,cutoff,
t3rn-xbi,DELIVERED,1,0,,,,,,,,,,https://github.com/t3rn/xbi,,head,
TREX_Network,DELIVERED,1,1,TREX_Network.md,,,2.0,,,10,,,https://github.com/NexTokenTech/TREX,,cutoff,
upgradeability,DELIVERED,1,1,upgradeability-by-proxy.md,,,0.5,,,1,,,https://github.com/trustfractal/ink-upgrade-template,,cutoff,
validators_selection,DELIVERED,1,0,validators_selection.md,,,1.0,,,0,,,https://github.com/miepsik/validators_selection,,cutoff,
validators_selection1,DELIVERED,1,0,validators_selection.md,,,1.0,,,0,,,https://github.com/miepsik/validators_selection,,cutoff,
walt-id_nft-infra,DELIVERED,1,0,walt-id_nft-infra.md,,,6.0,,,2,,,https://github.com/walt-id/waltid-nftkit,,cutoff,
webb_extended_mixer,DELIVERED,1,0,MIXER.md,,,3.0,1.0,3.0,3,,,https://github.com/webb-tools/webb-dapp,,cutoff,
Webb_Mixer,DELIVERED,1,2,MIXER.md,,,3.0,1.0,3.0,3,,,https://github.com/webb-tools/anon,20.00,cutoff,
Webb_Mixer_Extended,DELIVERED,1,2,MIXER.md,,,3.0,1.0,3.0,3,,,https://github.com/webb-tools/anon,20.00,cutoff,
Zaturn_generic-attestable-oracle-parachain,DELIVERED,1,3,,,,,,,,,,https://github.com/Acurast/acurast-substrate,,cutoff,
ZeroDAO_Network-millestone,DELIVERED,1,1,ZeroDAO_Network.md,,,3.5,1.61,5.64,4,,,https://github.com/ZeroDAO/ZeroDAO-node,,cutoff,
zk-plonk,DELIVERED,1,1,zk-plonk.md,,,1.0,3.0,3.0,4,,,https://github.com/AstarNetwork/plonk,13.00,cutoff,
zk-rollups,DELIVERED,1,1,zk-rollups.md,,,1.0,3.0,3.0,5,,,https://github.com/PlasmNetwork/ZKRollups,3.00,cutoff,
psc,no_delivery_found,0,0,psc.md,,,1.5,1.38,2.07,5,3.89,,https://github.com/OmniBTC/PSC,,cutoff,8.056
tdot,REJECT_terminated,3,3,tdot.md,Terminated,Y,2.0,0.92,1.84,0,,,https://github.com/nutsfinance/stable-asset,,cutoff,
MeProtocol,REJECT_terminated,2,2,MeProtocol.md,Terminated,Y,2600.0,5.0,13000.0,0,0.0,verify-frag?,https://github.com/Me-Protocol/rusty-protocol-v0.1,13000.00,cutoff,20.708
polkaj_android_support,REJECT_terminated,2,2,polkaj_android_support.md,Terminated,Y,1.0,3.0,3.0,0,2.6,,https://github.com/emeraldpay/polkaj,60.00,cutoff,7.806
CILA-omnichain-infrastructure,REJECT_terminated,1,2,CILA-omnichain-infrastructure.md,Terminated,Y,2.0,3.0,6.0,2,0.33,,https://github.com/Collective-Intelligence-Labs/cila-substrate,6.00,cutoff,1.982
cScale,REJECT_terminated,1,1,cScale.md,Terminated,Y,1.0,1.0,1.0,2,3.48,,https://github.com/MatthewDarnell/cScale,,cutoff,3.4773
Datagen_Project,REJECT_terminated,1,0,Datagen_Project.md,Terminated,Y,2.0,5.0,10.0,1,0.36,,https://github.com/Datagen-Project/Datagen-Substrate-Grant,10.00,cutoff,3.582
deip,REJECT_terminated,1,2,deip.md,Terminated,Y,4.5,2.0,9.0,0,,,https://github.com/DEIPworld/deip-polkadot,9.00,,
nft_collectibles_wallet,REJECT_terminated,1,1,nft_collectibles_wallet.md,Terminated,Y,2.1,1.61,3.38,2,0.31,,https://github.com/GamePowerNetwork/gamepower-module-library,,cutoff,1.0456
pacificstore,REJECT_terminated,1,1,pacific_store.md,Terminated,Y,1.0,2.76,2.76,1,,,https://github.com/vlbos/pacificstore-node,,cutoff,
pallet_drand_client,REJECT_terminated,1,1,pallet-drand-client.md,Terminated,Y,1.0,2.0,2.0,2,0.21,,https://github.com/random-meat/drand-substrate-client,2.00,cutoff,0.4289
polkamusic,REJECT_terminated,1,1,polkamusic.md,Terminated,Y,4.0,1.84,7.36,2,0.3,,https://github.com/polkamusic/PolkaMusic-Core,,cutoff,2.1918
shadows-network,REJECT_terminated,1,1,shadows-network.md,Terminated,Y,5.0,3.0,15.0,1,0.07,verify-frag?,https://github.com/ShadowsNetwork/shadows,15.00,cutoff,1.0021
staking-rewards-viewer,REJECT_terminated,1,1,staking_rewards.md,Terminated,Y,2.0,2.0,4.0,0,0.4,,https://github.com/jackson-harris-iii/staking-rewards-viewer,4.00,cutoff,1.6084
tribal_protocol,REJECT_terminated,1,1,tribal_protocol.md,Terminated,Y,3.0,4.0,12.0,2,,,https://github.com/tribal-protocol/tribal_contract,12.00,cutoff,
openbrush_follow_up,REJECT_terminated,3,3,openbrush-follow-up.md,Terminated,Y,2.5,2.88,7.2,3,2.35,,https://github.com/Supercolony-net/openbrush-contracts,,cutoff,16.8883
tuxedo-parachain,REJECT_terminated,3,2,tuxedo_parachain.md,Terminated,Y,1.0,2.76,2.76,5,,,https://github.com/Off-Narrative-Labs/Tuxedo,,cutoff,
dao-entrance-phase,REJECT_terminated,2,2,dao-entrance-phase-1.md,Terminated,Y,1.0,4.0,4.0,3,,,https://github.com/dao-entrance/dao-entrance-node,4.00,,
gluon,REJECT_terminated,2,3,Gluon_decentralized_hardware_crypto_wallet_services.md,Cancelled,Y,2.5,5.0,12.5,6,0.37,,https://github.com/tearust/gluon-website,12.50,cutoff,4.6427
identity_directory,REJECT_terminated,2,2,substrate-identity-directory.md,Terminated,Y,3.0,2.76,8.28,4,0.2,,https://github.com/Shard-Labs/identity-directory,,cutoff,1.6417
iris_followup,REJECT_terminated,2,1,iris_followup.md,Terminated,Y,2.5,9.0,22.5,7,0.51,,https://github.com/ideal-lab5/iris,22.50,cutoff,11.465
SEOR-code-less-smart-contract-platform,REJECT_terminated,2,0,SEOR-code-less-smart-contract-platform.md,Terminated,Y,3.0,,,0,,,https://github.com/SealSC/smart-contracts,,cutoff,5.01
spacewalk,REJECT_terminated,2,1,spacewalk-bridge.md,Terminated,Y,0.5,3.0,1.5,4,16.27,verify-bloat?,https://github.com/pendulum-chain/spacewalk,1.50,cutoff,24.4058
substrate_client_java,REJECT_terminated,2,2,substrate_client_java.md,Terminated,Y,2.9,24.0,69.6,3,0.31,,https://github.com/strategyobject/substrate-client-java,,cutoff,21.645
TogetherCrew_Community_health_check,REJECT_terminated,2,2,community-health-check.md,Terminated,Y,6.0,2.3,13.8,4,,,https://github.com/RnDAO/tc-Documentation,,cutoff,
wasmedge_substrate,REJECT_terminated,2,2,wasmedge_substrate.md,Terminated,Y,2.0,3.0,6.0,3,,,https://github.com/WasmEdge/WasmEdge,,cutoff,
wika_network,REJECT_terminated,2,2,wika_network.md,Terminated,Y,1.0,3.0,3.0,4,,,https://github.com/randombishop/wika_etl,3.00,cutoff,
yibanchen,REJECT_terminated,2,3,yiban_chen1.md,Terminated,Y,2.0,2.07,4.14,4,,,https://github.com/YibanChen/yc-node,,,
keysafe_network,REJECT_terminated,1,1,keysafe_network.md,Terminated,Y,3.0,8.0,24.0,3,0.05,verify-frag?,https://github.com/keysafe-protocol/keysafe-app,24.00,cutoff,1.313
manta_network,REJECT_terminated,1,1,manta_network.md,Terminated,Y,3.0,2.76,8.28,5,0.14,verify-frag?,https://github.com/Manta-Network/pallet-manta-dap,,head,1.1951
merkle_tree,REJECT_terminated,1,1,binary_merkle_tree.md,Terminated,Y,2.0,,,0,,,https://github.com/frisitano/merkle-tree-db,,cutoff,1.6872
polkadex,REJECT_terminated,1,1,polkadex.md,Terminated via email,Y,3.5,1.61,5.64,3,0.42,,https://github.com/Polkadex-Substrate/Polkadex,,cutoff,2.363
polkadot_dart,REJECT_terminated,1,1,Polkadot-Dart.md,Terminated,Y,5.3,5.0,26.5,6,0.95,,https://github.com/Pocket4D/Polkadot-Dart,60.00,cutoff,25.2248
queryWeb3,REJECT_terminated,1,1,queryWeb3.md,Terminated,Y,60.0,4.5,270.0,4,0.01,verify-frag?,https://github.com/Query-Web3/database,270.00,cutoff,1.675
rb_substrate_client,REJECT_terminated,1,0,rb_substrate_client.md,Terminated,Y,2.0,0.92,1.84,3,0.16,,https://github.com/uni-arts-chain/sr25519,,cutoff,0.2869
RedStone,REJECT_terminated,1,1,RedStone Network.md,Terminated,Y,2.0,3.0,6.0,5,4.06,,https://github.com/redstone-network/redstone-node,6.00,cutoff,24.331
skyepass,REJECT_terminated,1,1,skyepass.md,Terminated,Y,2.5,3.68,9.2,4,0.09,verify-frag?,https://github.com/skyekiwi/skyepass-vault,,cutoff,0.8562
tellor,REJECT_terminated,1,1,Tellor.md,Terminated,Y,2.0,4.0,8.0,4,,,https://github.com/tellor-io/tellor-parachain-contracts,8.00,commit,
Zkverse,REJECT_terminated,1,1,zkverse.md,Terminated,Y,1.0,2.5,2.5,4,,,https://github.com/Zkvers/substrate-zk,2.50,cutoff,
