network,proposal_type,post_id,title,requested_dot,proposer,planned_fte,planned_duration_months,team_size,documented_pm_explicit,sum_milestone_duration_months,n_github_repos,github_repos,url,status
polkadot,treasury_proposals,1605,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1604,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1603,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1602,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1601,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1600,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1599,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1598,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1597,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1596,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1595,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1594,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1593,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1592,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1591,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1590,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1589,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1588,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1587,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1586,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1585,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1584,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1583,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1582,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1581,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1580,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1579,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1578,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1577,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1576,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1575,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1574,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1573,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1572,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1571,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1570,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1569,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1568,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1567,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1566,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1565,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1564,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1563,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1562,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1561,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1560,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1559,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1558,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1557,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1556,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1555,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1554,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1553,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1552,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1551,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1550,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1549,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1548,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1547,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1546,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1545,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1544,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1543,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1542,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1541,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1540,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1539,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1538,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1537,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1536,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1535,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1534,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1533,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1532,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1531,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1530,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1529,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1528,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1527,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1526,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1525,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1524,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1523,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1522,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1521,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1520,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1519,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1518,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1517,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1516,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1515,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1514,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1513,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1512,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1511,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1510,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1509,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1508,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1507,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1506,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1505,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1504,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1503,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1502,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1501,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1500,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1499,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1498,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1497,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1496,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1495,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1494,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1493,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1492,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1491,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1490,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1489,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1488,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1487,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1486,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1485,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1484,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1483,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1482,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1481,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1480,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1479,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1478,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1477,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1476,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1475,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1474,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1473,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1472,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1471,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1470,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1469,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1468,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1467,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1466,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1465,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1464,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1463,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1462,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1461,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1460,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1459,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1458,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1457,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1456,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1455,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1454,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1453,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1452,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1451,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1450,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1449,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1448,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1447,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1446,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1445,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1444,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1443,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1442,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1441,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1440,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1439,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1438,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1437,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1436,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1435,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1434,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1433,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1432,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1431,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1430,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1429,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1428,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1427,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1426,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1425,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1424,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1423,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1422,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1421,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1420,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1419,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1418,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1417,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1416,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1415,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1414,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1413,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1412,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1411,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1410,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1409,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1408,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1407,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1406,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1405,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1404,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1403,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1402,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1401,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1400,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1399,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1398,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1397,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1396,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1395,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1394,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1393,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1392,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1391,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1390,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1389,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1388,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1387,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1386,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1385,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1384,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1383,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1382,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1381,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1380,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1379,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1378,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1377,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1376,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1375,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1374,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1373,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1372,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1371,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1370,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1369,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1368,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1367,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1366,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1365,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1364,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1363,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1362,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1361,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1360,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1359,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1358,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1357,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1356,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1355,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1354,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1353,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1352,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1351,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1350,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1349,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1348,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1347,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1346,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1345,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1344,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1343,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1342,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1341,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1340,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1339,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1338,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1337,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1336,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1335,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1334,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1333,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1332,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1331,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1330,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1329,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1328,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1327,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1326,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1325,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1324,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1323,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1322,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1321,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1320,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1319,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1318,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1317,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1316,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1315,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1314,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1313,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1312,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1311,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1310,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1309,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1308,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1307,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1306,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1305,,,,,,,,,,,,NO_DETAIL
polkadot,treasury_proposals,1304,,,,,,,,,,,,NO_DETAIL
